"trust_id","trust_code","trust_name","trust_type","region","reporting_date","general_beds_open","general_beds_occupied","general_bed_occupancy_pct","critical_care_beds_open","critical_care_beds_occupied","critical_care_occupancy_pct","ae_attendances","four_hour_breaches","four_hour_breach_pct","ambulance_arrivals","ambulance_handover_delays","ambulance_handover_delay_pct","patients_ready_for_discharge","admissions","discharges","net_admissions","establishment_fte","substantive_fte","absence_fte","workforce_absence_pct","agency_fte","bank_fte","unfilled_shifts","temperature_min_c","temperature_max_c","precipitation_mm","snowfall_mm","wind_speed_mph","weather_warning_level","weather_warning_type","minimum_temperature_band","assessment_timestamp","recommended_opel_level","approved_opel_level","previous_approved_opel_level","prediction_confidence","assessment_method","assessment_rationale","key_pressure_factors","approval_status","assessed_by_role","reviewed_by_role","reviewed_at","rule_version","operational_pressure_status","human_override_indicator","operational_source_system","operational_source_record_id","load_batch_id","data_quality_status"
"15","SCT003","South County Community Trust","Community Trust","South","2026-01-11",220,197,"89.55",12,10,"83.33",151,20,"13.25",63,22,"34.92",23,73,83,-10,"430.00","399.90","24.50","5.70","12.90","6.45","8","4.70","11.00","13.00","0.00","36.00","yellow","ice","3°C and above","2026-01-11 10:00:00+00",2,2,2,"0.8700","rules_based","Synthetic moderate pressure required active monitoring.","Moderate demand; selected capacity and workforce pressure","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-11 10:30:00+00","opel_rules_v1.0","Moderate pressure",False,"synthetic_seed_v1","OPS-SCT003-20260111","11111111-1111-4111-8111-111111111111","valid"
"15","SCT003","South County Community Trust","Community Trust","South","2026-01-12",220,200,"90.91",12,10,"83.33",137,18,"13.14",67,18,"26.87",18,78,72,6,"430.00","399.90","22.50","5.23","12.90","6.45","5","3.90","9.00","13.00","0.00","48.00",NULL,NULL,"3°C and above","2026-01-12 10:00:00+00",2,2,2,"0.8700","rules_based","Synthetic moderate pressure required active monitoring.","Moderate demand; selected capacity and workforce pressure","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-12 10:30:00+00","opel_rules_v1.0","Moderate pressure",False,"synthetic_seed_v1","OPS-SCT003-20260112","11111111-1111-4111-8111-111111111111","valid"
"15","SCT003","South County Community Trust","Community Trust","South","2026-01-13",220,203,"92.27",12,10,"83.33",148,19,"12.84",71,21,"29.58",19,83,76,7,"430.00","399.90","25.50","5.93","12.90","6.45","6","5.10","10.00","2.20","0.00","21.00",NULL,NULL,"3°C and above","2026-01-13 10:00:00+00",2,2,2,"0.8700","rules_based","Synthetic moderate pressure required active monitoring.","Moderate demand; selected capacity and workforce pressure","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-13 10:30:00+00","opel_rules_v1.0","Moderate pressure",False,"synthetic_seed_v1","OPS-SCT003-20260113","11111111-1111-4111-8111-111111111111","valid"
"15","SCT003","South County Community Trust","Community Trust","South","2026-01-14",220,198,"90.00",12,10,"83.33",134,17,"12.69",57,17,"29.82",20,88,80,8,"430.00","399.90","23.50","5.47","12.90","6.45","7","4.30","11.00","2.20","0.00","24.00",NULL,NULL,"3°C and above","2026-01-14 10:00:00+00",2,2,2,"0.8700","rules_based","Synthetic moderate pressure required active monitoring.","Moderate demand; selected capacity and workforce pressure","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-14 10:30:00+00","opel_rules_v1.0","Moderate pressure",False,"synthetic_seed_v1","OPS-SCT003-20260114","11111111-1111-4111-8111-111111111111","valid"
"15","SCT003","South County Community Trust","Community Trust","South","2026-01-15",220,210,"95.45",12,10,"83.33",165,36,"21.82",61,32,"52.46",33,75,72,3,"430.00","399.90","30.10","7.00","21.50","10.75","11","1.50","7.00","2.20","0.00","27.00",NULL,NULL,"0°C to below 3°C","2026-01-15 10:00:00+00",2,2,2,"0.8700","rules_based","Synthetic moderate pressure required active monitoring.","Moderate demand; selected capacity and workforce pressure","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-15 10:30:00+00","opel_rules_v1.0","Moderate pressure",False,"synthetic_seed_v1","OPS-SCT003-20260115","11111111-1111-4111-8111-111111111111","valid"
"15","SCT003","South County Community Trust","Community Trust","South","2026-01-16",220,205,"93.18",12,10,"83.33",151,33,"21.85",65,35,"53.85",34,80,74,6,"430.00","399.90","33.10","7.70","21.50","10.75","8","2.70","8.00","6.50","0.00","18.00",NULL,NULL,"0°C to below 3°C","2026-01-16 10:00:00+00",2,2,2,"0.8700","rules_based","Synthetic moderate pressure required active monitoring.","Moderate demand; selected capacity and workforce pressure","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-16 10:30:00+00","opel_rules_v1.0","Moderate pressure",False,"synthetic_seed_v1","OPS-SCT003-20260116","11111111-1111-4111-8111-111111111111","valid"
"15","SCT003","South County Community Trust","Community Trust","South","2026-01-17",220,208,"94.55",12,10,"83.33",162,36,"22.22",69,31,"44.93",35,85,76,9,"430.00","399.90","31.10","7.23","21.50","10.75","9","1.90","9.00","2.20","0.00","21.00",NULL,NULL,"0°C to below 3°C","2026-01-17 10:00:00+00",2,2,2,"0.8700","rules_based","Synthetic moderate pressure required active monitoring.","Moderate demand; selected capacity and workforce pressure","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-17 10:30:00+00","opel_rules_v1.0","Moderate pressure",False,"synthetic_seed_v1","OPS-SCT003-20260117","11111111-1111-4111-8111-111111111111","valid"
"15","SCT003","South County Community Trust","Community Trust","South","2026-01-18",220,211,"95.91",12,10,"83.33",173,38,"21.97",55,34,"61.82",30,72,69,3,"430.00","399.90","34.10","7.93","21.50","10.75","10","3.10","7.00","13.00","0.00","36.00","yellow","ice","3°C and above","2026-01-18 10:00:00+00",2,2,2,"0.8700","rules_based","Synthetic moderate pressure required active monitoring.","Moderate demand; selected capacity and workforce pressure","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-18 10:30:00+00","opel_rules_v1.0","Moderate pressure",False,"synthetic_seed_v1","OPS-SCT003-20260118","11111111-1111-4111-8111-111111111111","valid"
"15","SCT003","South County Community Trust","Community Trust","South","2026-01-19",220,206,"93.64",12,10,"83.33",159,35,"22.01",59,30,"50.85",31,77,71,6,"430.00","399.90","32.10","7.47","21.50","10.75","11","2.30","8.00","13.00","0.00","48.00",NULL,NULL,"0°C to below 3°C","2026-01-19 10:00:00+00",2,2,2,"0.8700","rules_based","Synthetic moderate pressure required active monitoring.","Moderate demand; selected capacity and workforce pressure","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-19 10:30:00+00","opel_rules_v1.0","Moderate pressure",False,"synthetic_seed_v1","OPS-SCT003-20260119","11111111-1111-4111-8111-111111111111","valid"
"15","SCT003","South County Community Trust","Community Trust","South","2026-01-20",220,209,"95.00",12,10,"83.33",170,37,"21.76",63,33,"52.38",32,82,73,9,"430.00","399.90","30.10","7.00","21.50","10.75","8","1.50","9.00","6.50","0.00","18.00",NULL,NULL,"0°C to below 3°C","2026-01-20 10:00:00+00",2,2,2,"0.8700","rules_based","Synthetic moderate pressure required active monitoring.","Moderate demand; selected capacity and workforce pressure","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-20 10:30:00+00","opel_rules_v1.0","Moderate pressure",False,"synthetic_seed_v1","OPS-SCT003-20260120","11111111-1111-4111-8111-111111111111","valid"
"15","SCT003","South County Community Trust","Community Trust","South","2026-01-21",220,212,"96.36",12,11,"91.67",156,34,"21.79",67,29,"43.28",33,87,75,12,"430.00","399.90","33.10","7.70","21.50","10.75","9","2.70","7.00","2.20","0.00","21.00",NULL,NULL,"0°C to below 3°C","2026-01-21 10:00:00+00",2,2,2,"0.8700","rules_based","Synthetic moderate pressure required active monitoring.","Moderate demand; selected capacity and workforce pressure","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-21 10:30:00+00","opel_rules_v1.0","Moderate pressure",False,"synthetic_seed_v1","OPS-SCT003-20260121","11111111-1111-4111-8111-111111111111","valid"
"15","SCT003","South County Community Trust","Community Trust","South","2026-01-22",220,207,"94.09",12,11,"91.67",167,37,"22.16",71,32,"45.07",34,74,77,-3,"430.00","399.90","31.10","7.23","21.50","10.75","10","1.90","8.00","2.20","0.00","24.00",NULL,NULL,"0°C to below 3°C","2026-01-22 10:00:00+00",2,2,2,"0.8700","rules_based","Synthetic moderate pressure required active monitoring.","Moderate demand; selected capacity and workforce pressure","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-22 10:30:00+00","opel_rules_v1.0","Moderate pressure",False,"synthetic_seed_v1","OPS-SCT003-20260122","11111111-1111-4111-8111-111111111111","valid"
"15","SCT003","South County Community Trust","Community Trust","South","2026-01-23",220,216,"98.18",12,11,"91.67",173,54,"31.21",57,50,"87.72",35,79,70,9,"430.00","399.90","40.55","9.43","30.10","10.75","15","6.60","13.00","2.20","0.00","27.00",NULL,NULL,"3°C and above","2026-01-23 10:00:00+00",3,3,2,"0.8300","rules_based","Synthetic significant pressure required enhanced operational coordination.","Rising occupancy; discharge pressure; workforce absence","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-23 10:30:00+00","opel_rules_v1.0","Significant pressure",False,"synthetic_seed_v1","OPS-SCT003-20260123","11111111-1111-4111-8111-111111111111","valid"
"15","SCT003","South County Community Trust","Community Trust","South","2026-01-24",220,211,"95.91",12,11,"91.67",184,57,"30.98",61,46,"75.41",30,84,72,12,"430.00","399.90","38.55","8.97","30.10","10.75","12","5.80","11.00","6.50","0.00","18.00",NULL,NULL,"3°C and above","2026-01-24 10:00:00+00",3,2,3,"0.8300","rules_based","Human reviewer adjusted the synthetic rules-based recommendation.","Rising occupancy; discharge pressure; workforce absence","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-24 10:30:00+00","opel_rules_v1.0","Moderate pressure",True,"synthetic_seed_v1","OPS-SCT003-20260124","11111111-1111-4111-8111-111111111111","valid"
"15","SCT003","South County Community Trust","Community Trust","South","2026-01-25",220,214,"97.27",12,11,"91.67",170,53,"31.18",65,49,"75.38",31,89,74,15,"430.00","399.90","36.55","8.50","30.10","10.75","13","5.00","12.00","13.00","0.00","36.00","yellow","ice","3°C and above","2026-01-25 10:00:00+00",3,3,2,"0.8300","rules_based","Synthetic significant pressure required enhanced operational coordination.","Rising occupancy; discharge pressure; workforce absence","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-25 10:30:00+00","opel_rules_v1.0","Significant pressure",False,"synthetic_seed_v1","OPS-SCT003-20260125","11111111-1111-4111-8111-111111111111","valid"
"15","SCT003","South County Community Trust","Community Trust","South","2026-01-26",220,217,"98.64",12,11,"91.67",181,56,"30.94",69,45,"65.22",32,76,76,0,"430.00","399.90","39.55","9.20","30.10","10.75","14","6.20","13.00","13.00","0.00","48.00","yellow","wind","3°C and above","2026-01-26 10:00:00+00",3,3,3,"0.8300","rules_based","Synthetic significant pressure required enhanced operational coordination.","Rising occupancy; discharge pressure; workforce absence","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-26 10:30:00+00","opel_rules_v1.0","Significant pressure",False,"synthetic_seed_v1","OPS-SCT003-20260126","11111111-1111-4111-8111-111111111111","valid"
"15","SCT003","South County Community Trust","Community Trust","South","2026-01-27",220,212,"96.36",12,11,"91.67",192,60,"31.25",55,48,"87.27",33,81,69,12,"430.00","399.90","37.55","8.73","30.10","10.75","15","5.40","11.00","2.20","0.00","27.00",NULL,NULL,"3°C and above","2026-01-27 10:00:00+00",3,3,3,"0.8300","rules_based","Synthetic significant pressure required enhanced operational coordination.","Rising occupancy; discharge pressure; workforce absence","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-27 10:30:00+00","opel_rules_v1.0","Significant pressure",False,"synthetic_seed_v1","OPS-SCT003-20260127","11111111-1111-4111-8111-111111111111","valid"
"15","SCT003","South County Community Trust","Community Trust","South","2026-01-28",220,215,"97.73",12,11,"91.67",178,55,"30.90",59,44,"74.58",34,86,71,15,"430.00","399.90","40.55","9.43","30.10","10.75","12","6.60","12.00","6.50","0.00","18.00",NULL,NULL,"3°C and above","2026-01-28 10:00:00+00",3,3,3,"0.8300","rules_based","Synthetic significant pressure required enhanced operational coordination.","Rising occupancy; discharge pressure; workforce absence","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-28 10:30:00+00","opel_rules_v1.0","Significant pressure",False,"synthetic_seed_v1","OPS-SCT003-20260128","11111111-1111-4111-8111-111111111111","valid"
"15","SCT003","South County Community Trust","Community Trust","South","2026-01-29",220,218,"99.09",12,11,"91.67",189,59,"31.22",63,47,"74.60",35,73,73,0,"430.00","399.90","38.55","8.97","30.10","10.75","13","5.80","13.00","2.20","0.00","21.00",NULL,NULL,"3°C and above","2026-01-29 10:00:00+00",3,3,3,"0.8300","rules_based","Synthetic significant pressure required enhanced operational coordination.","Rising occupancy; discharge pressure; workforce absence","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-29 10:30:00+00","opel_rules_v1.0","Significant pressure",False,"synthetic_seed_v1","OPS-SCT003-20260129","11111111-1111-4111-8111-111111111111","valid"
"15","SCT003","South County Community Trust","Community Trust","South","2026-01-30",220,213,"96.82",12,11,"91.67",175,54,"30.86",67,50,"74.63",30,78,75,3,"430.00","399.90","36.55","8.50","30.10","10.75","14","5.00","11.00","2.20","0.00","24.00",NULL,NULL,"3°C and above","2026-01-30 10:00:00+00",3,3,3,"0.8300","rules_based","Synthetic significant pressure required enhanced operational coordination.","Rising occupancy; discharge pressure; workforce absence","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-30 10:30:00+00","opel_rules_v1.0","Significant pressure",False,"synthetic_seed_v1","OPS-SCT003-20260130","11111111-1111-4111-8111-111111111111","valid"
"13","WGH001","Westborough General Hospital","Acute Trust","Midlands","2026-01-01",520,444,"85.38",34,24,"70.59",341,27,"7.92",119,11,"9.24",39,250,242,8,"1180.00","1073.80","44.30","3.75","23.60","17.70","6","-0.30","5.50","1.20","0.00","21.00",NULL,NULL,"Below 0°C","2026-01-01 10:00:00+00",1,1,NULL,"0.9100","rules_based","Synthetic operational conditions remained within routine arrangements.","Routine demand and manageable operational pressure","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-01 10:30:00+00","opel_rules_v1.0","Routine pressure",False,"synthetic_seed_v1","OPS-WGH001-20260101","11111111-1111-4111-8111-111111111111","valid"
"13","WGH001","Westborough General Hospital","Acute Trust","Midlands","2026-01-02",520,437,"84.04",34,24,"70.59",352,28,"7.95",123,14,"11.38",40,255,246,9,"1180.00","1073.80","42.30","3.58","23.60","17.70","7","-1.10","6.50","1.20","0.00","24.00",NULL,NULL,"Below 0°C","2026-01-02 10:00:00+00",1,1,1,"0.9100","rules_based","Synthetic operational conditions remained within routine arrangements.","Routine demand and manageable operational pressure","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-02 10:30:00+00","opel_rules_v1.0","Routine pressure",False,"synthetic_seed_v1","OPS-WGH001-20260102","11111111-1111-4111-8111-111111111111","valid"
"13","WGH001","Westborough General Hospital","Acute Trust","Midlands","2026-01-03",520,444,"85.38",34,24,"70.59",338,27,"7.99",127,10,"7.87",41,260,250,10,"1180.00","1073.80","45.30","3.84","23.60","17.70","8","0.10","4.50","1.20","0.00","27.00",NULL,NULL,"0°C to below 3°C","2026-01-03 10:00:00+00",1,1,1,"0.9100","rules_based","Synthetic operational conditions remained within routine arrangements.","Routine demand and manageable operational pressure","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-03 10:30:00+00","opel_rules_v1.0","Routine pressure",False,"synthetic_seed_v1","OPS-WGH001-20260103","11111111-1111-4111-8111-111111111111","valid"
"13","WGH001","Westborough General Hospital","Acute Trust","Midlands","2026-01-04",520,437,"84.04",34,24,"70.59",349,28,"8.02",131,13,"9.92",42,247,239,8,"1180.00","1073.80","43.30","3.67","23.60","17.70","5","-0.70","5.50","12.00","15.00","36.00","yellow","ice","Below 0°C","2026-01-04 10:00:00+00",1,1,1,"0.9100","rules_based","Synthetic operational conditions remained within routine arrangements.","Routine demand and manageable operational pressure","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-04 10:30:00+00","opel_rules_v1.0","Routine pressure",False,"synthetic_seed_v1","OPS-WGH001-20260104","11111111-1111-4111-8111-111111111111","valid"
"13","WGH001","Westborough General Hospital","Acute Trust","Midlands","2026-01-05",520,444,"85.38",34,24,"70.59",335,27,"8.06",117,9,"7.69",43,252,243,9,"1180.00","1073.80","41.30","3.50","23.60","17.70","6","-1.50","6.50","12.00","0.00","48.00","yellow","wind","Below 0°C","2026-01-05 10:00:00+00",1,1,1,"0.9100","rules_based","Synthetic operational conditions remained within routine arrangements.","Routine demand and manageable operational pressure","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-05 10:30:00+00","opel_rules_v1.0","Routine pressure",False,"synthetic_seed_v1","OPS-WGH001-20260105","11111111-1111-4111-8111-111111111111","valid"
"13","WGH001","Westborough General Hospital","Acute Trust","Midlands","2026-01-06",520,437,"84.04",34,24,"70.59",346,28,"8.09",121,12,"9.92",38,257,247,10,"1180.00","1073.80","44.30","3.75","23.60","17.70","7","-0.30","4.50","1.20","0.00","24.00",NULL,NULL,"Below 0°C","2026-01-06 10:00:00+00",1,1,1,"0.9100","rules_based","Synthetic operational conditions remained within routine arrangements.","Routine demand and manageable operational pressure","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-06 10:30:00+00","opel_rules_v1.0","Routine pressure",False,"synthetic_seed_v1","OPS-WGH001-20260106","11111111-1111-4111-8111-111111111111","valid"
"13","WGH001","Westborough General Hospital","Acute Trust","Midlands","2026-01-07",520,444,"85.38",34,24,"70.59",332,27,"8.13",125,8,"6.40",39,262,251,11,"1180.00","1073.80","42.30","3.58","23.60","17.70","8","-1.10","5.50","1.20","0.00","27.00",NULL,NULL,"Below 0°C","2026-01-07 10:00:00+00",1,1,1,"0.9100","rules_based","Synthetic operational conditions remained within routine arrangements.","Routine demand and manageable operational pressure","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-07 10:30:00+00","opel_rules_v1.0","Routine pressure",False,"synthetic_seed_v1","OPS-WGH001-20260107","11111111-1111-4111-8111-111111111111","valid"
"13","WGH001","Westborough General Hospital","Acute Trust","Midlands","2026-01-08",520,463,"89.04",34,24,"70.59",378,49,"12.96",129,20,"15.50",40,249,240,9,"1180.00","1073.80","63.00","5.34","35.40","17.70","11","3.60","9.50","5.50","0.00","18.00",NULL,NULL,"3°C and above","2026-01-08 10:00:00+00",2,2,1,"0.8700","rules_based","Synthetic moderate pressure required active monitoring.","Moderate demand; selected capacity and workforce pressure","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-08 10:30:00+00","opel_rules_v1.0","Moderate pressure",False,"synthetic_seed_v1","OPS-WGH001-20260108","11111111-1111-4111-8111-111111111111","valid"
"13","WGH001","Westborough General Hospital","Acute Trust","Midlands","2026-01-09",520,470,"90.38",34,24,"70.59",389,51,"13.11",115,23,"20.00",41,254,244,10,"1180.00","1073.80","61.00","5.17","35.40","17.70","12","2.80","7.50","1.20","0.00","21.00",NULL,NULL,"0°C to below 3°C","2026-01-09 10:00:00+00",2,2,2,"0.8700","rules_based","Synthetic moderate pressure required active monitoring.","Moderate demand; selected capacity and workforce pressure","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-09 10:30:00+00","opel_rules_v1.0","Moderate pressure",False,"synthetic_seed_v1","OPS-WGH001-20260109","11111111-1111-4111-8111-111111111111","valid"
"13","WGH001","Westborough General Hospital","Acute Trust","Midlands","2026-01-10",520,463,"89.04",34,24,"70.59",375,49,"13.07",119,19,"15.97",42,259,248,11,"1180.00","1073.80","59.00","5.00","35.40","17.70","13","2.00","8.50","1.20","0.00","24.00",NULL,NULL,"0°C to below 3°C","2026-01-10 10:00:00+00",2,2,2,"0.8700","rules_based","Synthetic moderate pressure required active monitoring.","Moderate demand; selected capacity and workforce pressure","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-10 10:30:00+00","opel_rules_v1.0","Moderate pressure",False,"synthetic_seed_v1","OPS-WGH001-20260110","11111111-1111-4111-8111-111111111111","valid"
"13","WGH001","Westborough General Hospital","Acute Trust","Midlands","2026-01-11",520,470,"90.38",34,29,"85.29",386,50,"12.95",123,22,"17.89",43,246,252,-6,"1180.00","1073.80","62.00","5.25","35.40","17.70","14","3.20","9.50","12.00","0.00","36.00","yellow","ice","3°C and above","2026-01-11 10:00:00+00",2,2,2,"0.8700","rules_based","Synthetic moderate pressure required active monitoring.","Moderate demand; selected capacity and workforce pressure","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-11 10:30:00+00","opel_rules_v1.0","Moderate pressure",False,"synthetic_seed_v1","OPS-WGH001-20260111","11111111-1111-4111-8111-111111111111","valid"
"13","WGH001","Westborough General Hospital","Acute Trust","Midlands","2026-01-12",520,463,"89.04",34,29,"85.29",372,48,"12.90",127,18,"14.17",38,251,241,10,"1180.00","1073.80","60.00","5.08","35.40","17.70","11","2.40","7.50","12.00","15.00","48.00",NULL,NULL,"0°C to below 3°C","2026-01-12 10:00:00+00",2,2,2,"0.8700","rules_based","Synthetic moderate pressure required active monitoring.","Moderate demand; selected capacity and workforce pressure","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-12 10:30:00+00","opel_rules_v1.0","Moderate pressure",False,"synthetic_seed_v1","OPS-WGH001-20260112","11111111-1111-4111-8111-111111111111","valid"
"13","WGH001","Westborough General Hospital","Acute Trust","Midlands","2026-01-13",520,470,"90.38",34,29,"85.29",383,50,"13.05",131,21,"16.03",39,256,245,11,"1180.00","1073.80","63.00","5.34","35.40","17.70","12","3.60","8.50","1.20","0.00","21.00",NULL,NULL,"3°C and above","2026-01-13 10:00:00+00",2,2,2,"0.8700","rules_based","Synthetic moderate pressure required active monitoring.","Moderate demand; selected capacity and workforce pressure","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-13 10:30:00+00","opel_rules_v1.0","Moderate pressure",False,"synthetic_seed_v1","OPS-WGH001-20260113","11111111-1111-4111-8111-111111111111","valid"
"13","WGH001","Westborough General Hospital","Acute Trust","Midlands","2026-01-14",520,463,"89.04",34,29,"85.29",369,48,"13.01",117,17,"14.53",40,261,249,12,"1180.00","1073.80","61.00","5.17","35.40","17.70","13","2.80","9.50","1.20","0.00","24.00",NULL,NULL,"0°C to below 3°C","2026-01-14 10:00:00+00",2,2,2,"0.8700","rules_based","Synthetic moderate pressure required active monitoring.","Moderate demand; selected capacity and workforce pressure","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-14 10:30:00+00","opel_rules_v1.0","Moderate pressure",False,"synthetic_seed_v1","OPS-WGH001-20260114","11111111-1111-4111-8111-111111111111","valid"
"13","WGH001","Westborough General Hospital","Acute Trust","Midlands","2026-01-15",520,491,"94.42",34,29,"85.29",400,88,"22.00",121,32,"26.45",53,248,241,7,"1180.00","1073.80","82.60","7.00","59.00","29.50","22","0.00","5.50","1.20","0.00","27.00",NULL,NULL,"0°C to below 3°C","2026-01-15 10:00:00+00",3,3,2,"0.8300","rules_based","Synthetic significant pressure required enhanced operational coordination.","Rising occupancy; discharge pressure; workforce absence","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-15 10:30:00+00","opel_rules_v1.0","Significant pressure",False,"synthetic_seed_v1","OPS-WGH001-20260115","11111111-1111-4111-8111-111111111111","valid"
"13","WGH001","Westborough General Hospital","Acute Trust","Midlands","2026-01-16",520,484,"93.08",34,29,"85.29",386,85,"22.02",125,35,"28.00",54,253,243,10,"1180.00","1073.80","85.60","7.25","59.00","29.50","19","1.20","6.50","5.50","0.00","18.00",NULL,NULL,"0°C to below 3°C","2026-01-16 10:00:00+00",3,3,3,"0.8300","rules_based","Synthetic significant pressure required enhanced operational coordination.","Rising occupancy; discharge pressure; workforce absence","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-16 10:30:00+00","opel_rules_v1.0","Significant pressure",False,"synthetic_seed_v1","OPS-WGH001-20260116","11111111-1111-4111-8111-111111111111","valid"
"13","WGH001","Westborough General Hospital","Acute Trust","Midlands","2026-01-17",520,491,"94.42",34,29,"85.29",397,87,"21.91",129,31,"24.03",55,258,245,13,"1180.00","1073.80","83.60","7.08","59.00","29.50","20","0.40","7.50","1.20","0.00","21.00",NULL,NULL,"0°C to below 3°C","2026-01-17 10:00:00+00",3,3,3,"0.8300","rules_based","Synthetic significant pressure required enhanced operational coordination.","Rising occupancy; discharge pressure; workforce absence","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-17 10:30:00+00","opel_rules_v1.0","Significant pressure",False,"synthetic_seed_v1","OPS-WGH001-20260117","11111111-1111-4111-8111-111111111111","valid"
"13","WGH001","Westborough General Hospital","Acute Trust","Midlands","2026-01-18",520,484,"93.08",34,29,"85.29",408,90,"22.06",115,34,"29.57",50,245,238,7,"1180.00","1073.80","86.60","7.34","59.00","29.50","21","1.60","5.50","12.00","0.00","36.00","yellow","ice","0°C to below 3°C","2026-01-18 10:00:00+00",3,2,3,"0.8300","rules_based","Human reviewer adjusted the synthetic rules-based recommendation.","Rising occupancy; discharge pressure; workforce absence","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-18 10:30:00+00","opel_rules_v1.0","Moderate pressure",True,"synthetic_seed_v1","OPS-WGH001-20260118","11111111-1111-4111-8111-111111111111","valid"
"13","WGH001","Westborough General Hospital","Acute Trust","Midlands","2026-01-19",520,491,"94.42",34,29,"85.29",394,87,"22.08",119,30,"25.21",51,250,240,10,"1180.00","1073.80","84.60","7.17","59.00","29.50","22","0.80","6.50","12.00","15.00","48.00",NULL,NULL,"0°C to below 3°C","2026-01-19 10:00:00+00",3,3,2,"0.8300","rules_based","Synthetic significant pressure required enhanced operational coordination.","Rising occupancy; discharge pressure; workforce absence","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-19 10:30:00+00","opel_rules_v1.0","Significant pressure",False,"synthetic_seed_v1","OPS-WGH001-20260119","11111111-1111-4111-8111-111111111111","valid"
"13","WGH001","Westborough General Hospital","Acute Trust","Midlands","2026-01-20",520,484,"93.08",34,29,"85.29",405,89,"21.98",123,33,"26.83",52,255,242,13,"1180.00","1073.80","82.60","7.00","59.00","29.50","19","0.00","7.50","5.50","0.00","18.00",NULL,NULL,"0°C to below 3°C","2026-01-20 10:00:00+00",3,3,3,"0.8300","rules_based","Synthetic significant pressure required enhanced operational coordination.","Rising occupancy; discharge pressure; workforce absence","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-20 10:30:00+00","opel_rules_v1.0","Significant pressure",False,"synthetic_seed_v1","OPS-WGH001-20260120","11111111-1111-4111-8111-111111111111","valid"
"13","WGH001","Westborough General Hospital","Acute Trust","Midlands","2026-01-21",520,491,"94.42",34,31,"91.18",391,86,"21.99",127,29,"22.83",53,260,244,16,"1180.00","1073.80","85.60","7.25","59.00","29.50","20","1.20","5.50","1.20","0.00","21.00",NULL,NULL,"0°C to below 3°C","2026-01-21 10:00:00+00",3,3,3,"0.8300","rules_based","Synthetic significant pressure required enhanced operational coordination.","Rising occupancy; discharge pressure; workforce absence","approved","Operational Intelligence Analyst","Duty Operations Manager","2026-01-21 10:30:00+00","opel_rules_v1.0","Significant pressure",False,"synthetic_seed_v1","OPS-WGH001-20260121","11111111-1111-4111-8111-111111111111","valid"
